URL	Question	Option A	Option B	Option C	Option D	GT	Prompt
https://attack.mitre.org/techniques/T1590/002	Which MITRE ATT&CK technique (Enterprise) represents the collection of data about a victim's subdomains, mail servers, and other hosts through DNS records?	T1593 -  Steal Data from Network	T1599 -  Data Staged	T1083 -  Data from External Sources	T1071 -  Spearphishing	C	You are given a multiple-choice question from CTI.                                  Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.                                 *Question:* Which MITRE ATT&CK technique (Enterprise) represents the collection of data about a victim's subdomains, mail servers, and other hosts through DNS records?                                 *Options:*                                 A) T1593 -  Steal Data from Network                                 B) T1599 -  Data Staged                                 C) T1083 -  Data from External Sources                                 D) T1071 -  Spearphishing                                 *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1590/002	Which of the following techniques is NOT mentioned in the text as a potential follow-up action after an adversary gathers DNS information?	Establish operational resources	Conduct active scanning	Initiate an initial access attempt	Implement defense-in-depth strategies	D	You are given a multiple-choice question from CTI.                                  Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.                                 *Question:* Which of the following techniques is NOT mentioned in the text as a potential follow-up action after an adversary gathers DNS information?                                 *Options:*                                 A) Establish operational resources                                 B) Conduct active scanning                                 C) Initiate an initial access attempt                                 D) Implement defense-in-depth strategies                                 *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1590/003	Which MITRE ATT&CK technique might an adversary leverage to gain initial access to a victim's network by exploiting a trusted relationship established through a managed service provider?	T1566.001 - Phishing for Information	T1569.002 - Domain Fronting	T1567.001 - Trusted Relationship	T1568.002 - Remote Services	C	You are given a multiple-choice question from CTI.                                  Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.                                 *Question:* Which MITRE ATT&CK technique might an adversary leverage to gain initial access to a victim's network by exploiting a trusted relationship established through a managed service provider?                                 *Options:*                                 A) T1566.001 - Phishing for Information                                 B) T1569.002 - Domain Fronting                                 C) T1567.001 - Trusted Relationship                                 D) T1568.002 - Remote Services                                 *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1590/003	Within the context of MITRE ATT&CK, what technique could an adversary utilize to gather information about the victim's network trust dependencies from publicly available sources?	T1568.001 - Access Token Manipulation	T1566.002 - Search Open Technical Databases	T1569.003 - DNS Tunneling	T1567.002 - Spearphishing Attachment	B	You are given a multiple-choice question from CTI.                                  Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.                                 *Question:* Within the context of MITRE ATT&CK, what technique could an adversary utilize to gather information about the victim's network trust dependencies from publicly available sources?                                 *Options:*                                 A) T1568.001 - Access Token Manipulation                                 B) T1566.002 - Search Open Technical Databases                                 C) T1569.003 - DNS Tunneling                                 D) T1567.002 - Spearphishing Attachment                                 *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1590/003	In the context of MITRE ATT&CK, what technique can an adversary utilize to actively probe the victim's network based on information gathered through network trust dependency analysis?	T1567.004 - Exploit Public-Facing Applications	T1569.001 - Active Scanning	T1566.003 - Dump Credentials	T1568.003 - Server Software Component	B	You are given a multiple-choice question from CTI.                                  Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.                                 *Question:* In the context of MITRE ATT&CK, what technique can an adversary utilize to actively probe the victim's network based on information gathered through network trust dependency analysis?                                 *Options:*                                 A) T1567.004 - Exploit Public-Facing Applications                                 B) T1569.001 - Active Scanning                                 C) T1566.003 - Dump Credentials                                 D) T1568.003 - Server Software Component                                 *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1590/003	From the perspective of MITRE ATT&CK, which technique can adversaries employ to establish a foothold within the victim's network after exploiting a trusted relationship?	T1568.002 - Remote Services	T1567.003 - External Remote Services	T1569.002 - Domain Fronting	T1568.004 - Exploit Public-Facing Applications	A	You are given a multiple-choice question from CTI.                                  Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.                                 *Question:* From the perspective of MITRE ATT&CK, which technique can adversaries employ to establish a foothold within the victim's network after exploiting a trusted relationship?                                 *Options:*                                 A) T1568.002 - Remote Services                                 B) T1567.003 - External Remote Services                                 C) T1569.002 - Domain Fronting                                 D) T1568.004 - Exploit Public-Facing Applications                                 *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1590/003	How can an organization best mitigate the risk of adversaries exploiting its network trust dependencies for initial access?	By implementing multi-factor authentication for all users.	By minimizing the amount of sensitive data shared with external parties.	By utilizing advanced endpoint detection and response (EDR) solutions.	By regularly patching and updating all systems.	B	You are given a multiple-choice question from CTI.                                  Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.                                 *Question:* How can an organization best mitigate the risk of adversaries exploiting its network trust dependencies for initial access?                                 *Options:*                                 A) By implementing multi-factor authentication for all users.                                 B) By minimizing the amount of sensitive data shared with external parties.                                 C) By utilizing advanced endpoint detection and response (EDR) solutions.                                 D) By regularly patching and updating all systems.                                 *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1590/004	Which of the following MITRE ATT&CK techniques is directly leveraged by FIN13 to gather network topology information for targeting?	T1593.002	T1595	T1596.001	T1598.002	B	You are given a multiple-choice question from CTI.                                  Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.                                 *Question:* Which of the following MITRE ATT&CK techniques is directly leveraged by FIN13 to gather network topology information for targeting?                                 *Options:*                                 A) T1593.002                                 B) T1595                                 C) T1596.001                                 D) T1598.002                                 *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1590/004	Based on the provided description, which of the following activities is NOT considered a potential outcome of successfully gathering network topology information by adversaries?	Active scanning	Phishing for information	Search Open Websites/Domains	Acquire Infrastructure	A	You are given a multiple-choice question from CTI.                                  Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.                                 *Question:* Based on the provided description, which of the following activities is NOT considered a potential outcome of successfully gathering network topology information by adversaries?                                 *Options:*                                 A) Active scanning                                 B) Phishing for information                                 C) Search Open Websites/Domains                                 D) Acquire Infrastructure                                 *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1590/004	FIN13 is described as a technique that focuses on:	Gaining initial access to a target environment	Gathering network topology information for targeting	Compromising infrastructure for future operations	Performing lateral movement within a compromised network	B	You are given a multiple-choice question from CTI.                                  Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.                                 *Question:* FIN13 is described as a technique that focuses on:                                 *Options:*                                 A) Gaining initial access to a target environment                                 B) Gathering network topology information for targeting                                 C) Compromising infrastructure for future operations                                 D) Performing lateral movement within a compromised network                                 *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1590/004	The mitigation strategy for FIN13 primarily focuses on:	Implementing stronger access controls	Minimizing the amount and sensitivity of data available to external parties	Using network segmentation to isolate critical assets	Regularly patching systems and software	B	You are given a multiple-choice question from CTI.                                  Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.                                 *Question:* The mitigation strategy for FIN13 primarily focuses on:                                 *Options:*                                 A) Implementing stronger access controls                                 B) Minimizing the amount and sensitivity of data available to external parties                                 C) Using network segmentation to isolate critical assets                                 D) Regularly patching systems and software                                 *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1590/004	Which of the following is NOT a method adversaries might use to collect network topology information?	Active scanning	Phishing for information	Searching for publicly accessible data sets	Exploiting a critical vulnerability	D	You are given a multiple-choice question from CTI.                                  Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.                                 *Question:* Which of the following is NOT a method adversaries might use to collect network topology information?                                 *Options:*                                 A) Active scanning                                 B) Phishing for information                                 C) Searching for publicly accessible data sets                                 D) Exploiting a critical vulnerability                                 *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/tactics/TA0004	Within the context of MITRE ATT&CK Enterprise, which technique (T1548.002) allows an adversary to escalate privileges by abusing access control lists associated with a symbolic link?	Process Injection	Event Triggered Execution	Setuid and Setgid	Abuse Elevation Control Mechanism	D	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Within the context of MITRE ATT&CK Enterprise, which technique (T1548.002) allows an adversary to escalate privileges by abusing access control lists associated with a symbolic link? *Options:* A) Process Injection B) Event Triggered Execution C) Setuid and Setgid D) Abuse Elevation Control Mechanism *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/tactics/TA0004	According to MITRE ATT&CK, what is the technique ID and name for adversaries exploiting a system vulnerability to gain higher-level permissions?	T1588.003: Exploiting Network Services	T1068: Exploit Public-Facing Application	T1190: Exploit Public Flaw Vulnerability	T1210: Exploitation of Client Execution	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* According to MITRE ATT&CK, what is the technique ID and name for adversaries exploiting a system vulnerability to gain higher-level permissions? *Options:* A) T1588.003: Exploiting Network Services B) T1068: Exploit Public-Facing Application C) T1190: Exploit Public Flaw Vulnerability D) T1210: Exploitation of Client Execution *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/tactics/TA0004	In the context of MITRE ATT&CK, which privilege escalation technique is often associated with planting malicious executables disguised as legitimate system files within system directories?	T1036.005: Match Legitimate Name or Location	T1053: Scheduled Task/Job	T1546.013: Image File Execution Options Injection	T1574.002: DLL Side-Loading	A	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* In the context of MITRE ATT&CK, which privilege escalation technique is often associated with planting malicious executables disguised as legitimate system files within system directories? *Options:* A) T1036.005: Match Legitimate Name or Location B) T1053: Scheduled Task/Job C) T1546.013: Image File Execution Options Injection D) T1574.002: DLL Side-Loading *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/tactics/TA0004	Which MITRE ATT&CK technique (T1055.001) involves an attacker abusing the "Sticky Bit" permission on a program to maintain elevated privileges even after logging out?	Process Injection	Boot or Logon Autostart Execution	Process Hollowing	File and Directory Permissions Modification	D	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Which MITRE ATT&CK technique (T1055.001) involves an attacker abusing the "Sticky Bit" permission on a program to maintain elevated privileges even after logging out? *Options:* A) Process Injection B) Boot or Logon Autostart Execution C) Process Hollowing D) File and Directory Permissions Modification *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/tactics/TA0004	Which of the following techniques is NOT typically associated with privilege escalation in the MITRE ATT&CK framework?	T1004: Scheduled Task/Job	T1059.001: Command and Scripting Interpreter: PowerShell	T1110.003: Credential Dumping: LSASS Memory	T1548.003: Setuid and Setgid	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Which of the following techniques is NOT typically associated with privilege escalation in the MITRE ATT&CK framework? *Options:* A) T1004: Scheduled Task/Job B) T1059.001: Command and Scripting Interpreter: PowerShell C) T1110.003: Credential Dumping: LSASS Memory D) T1548.003: Setuid and Setgid *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/tactics/TA0004	In the context of MITRE ATT&CK, what is the difference between T1068: Exploit Public-Facing Application and T1190: Exploit Public-Facing Vulnerability?	T1068 involves exploiting a vulnerability in a publicly accessible application, while T1190 involves exploiting a vulnerability in a public-facing system service.	T1068 involves exploiting a known vulnerability, while T1190 involves exploiting a zero-day vulnerability.	T1068 focuses on web applications, while T1190 targets any publicly accessible system.	There is no significant difference; both techniques describe the same activity.	A	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* In the context of MITRE ATT&CK, what is the difference between T1068: Exploit Public-Facing Application and T1190: Exploit Public-Facing Vulnerability? *Options:* A) T1068 involves exploiting a vulnerability in a publicly accessible application, while T1190 involves exploiting a vulnerability in a public-facing system service. B) T1068 involves exploiting a known vulnerability, while T1190 involves exploiting a zero-day vulnerability. C) T1068 focuses on web applications, while T1190 targets any publicly accessible system. D) There is no significant difference; both techniques describe the same activity. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/tactics/TA0004	According to MITRE ATT&CK, which of the following is NOT a common privilege available to an adversary after successful exploitation?	SYSTEM/root level	Guest account	Local administrator	User account with admin-like access	B	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* According to MITRE ATT&CK, which of the following is NOT a common privilege available to an adversary after successful exploitation? *Options:* A) SYSTEM/root level B) Guest account C) Local administrator D) User account with admin-like access *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/tactics/TA0004	Which MITRE ATT&CK technique ID and name refers to leveraging existing, valid credentials with higher privileges than those assigned to the compromised account?	T1566.002: Create Account: Domain Account	T1078: Valid Accounts	T1006: Credential Dumping	T1558.003: Steal or Forge Kerberos Tickets: Kerberoasting	B	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Which MITRE ATT&CK technique ID and name refers to leveraging existing, valid credentials with higher privileges than those assigned to the compromised account? *Options:* A) T1566.002: Create Account: Domain Account B) T1078: Valid Accounts C) T1006: Credential Dumping D) T1558.003: Steal or Forge Kerberos Tickets: Kerberoasting *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/tactics/TA0004	Within the context of MITRE ATT&CK, what distinguishes T1548 from other privilege escalation techniques?	T1548 specifically targets Linux and macOS systems.	T1548 focuses on exploiting vulnerabilities in the operating system kernel.	T1548 leverages existing misconfigurations rather than exploiting vulnerabilities.	T1548 relies on social engineering tactics to gain elevated privileges.	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Within the context of MITRE ATT&CK, what distinguishes T1548 from other privilege escalation techniques? *Options:* A) T1548 specifically targets Linux and macOS systems. B) T1548 focuses on exploiting vulnerabilities in the operating system kernel. C) T1548 leverages existing misconfigurations rather than exploiting vulnerabilities. D) T1548 relies on social engineering tactics to gain elevated privileges. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/tactics/TA0004	According to MITRE ATT&CK, why do privilege escalation techniques often overlap with persistence techniques?	Adversaries may gain persistence as a byproduct of successful privilege escalation.	Both technique categories rely heavily on exploiting system vulnerabilities.	Both types of techniques aim to maintain unauthorized access to a system.	Persistence techniques are a prerequisite for successful privilege escalation.	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* According to MITRE ATT&CK, why do privilege escalation techniques often overlap with persistence techniques? *Options:* A) Adversaries may gain persistence as a byproduct of successful privilege escalation. B) Both technique categories rely heavily on exploiting system vulnerabilities. C) Both types of techniques aim to maintain unauthorized access to a system. D) Persistence techniques are a prerequisite for successful privilege escalation. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1595	According to the MITRE ATT&CK framework, what distinguishes active reconnaissance scans from other forms of reconnaissance?	They involve direct interaction with the victim's infrastructure through network traffic.	They rely on open-source intelligence (OSINT) gathering techniques.	They are passive in nature and do not involve any interaction with the target system.	They primarily target an organization's social media presence for information gathering.	A	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* According to the MITRE ATT&CK framework, what distinguishes active reconnaissance scans from other forms of reconnaissance? *Options:* A) They involve direct interaction with the victim's infrastructure through network traffic. B) They rely on open-source intelligence (OSINT) gathering techniques. C) They are passive in nature and do not involve any interaction with the target system. D) They primarily target an organization's social media presence for information gathering. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1595	Which MITRE ATT&CK technique, as mentioned in the context, could be used during active reconnaissance to probe victim infrastructure using native network protocols?	(T1046) Network Service Scanning	(T1040) Network Sniffing	(T1016) System Network Configuration Discovery	(T1059) Command and Scripting Interpreter	A	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Which MITRE ATT&CK technique, as mentioned in the context, could be used during active reconnaissance to probe victim infrastructure using native network protocols? *Options:* A) (T1046) Network Service Scanning B) (T1040) Network Sniffing C) (T1016) System Network Configuration Discovery D) (T1059) Command and Scripting Interpreter *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1595	In the context of the Triton Safety Instrumented System Attack, how did TEMP.Veles utilize active reconnaissance?	They exploited a zero-day vulnerability in the safety instrumented system.	They deployed malware to the target system to exfiltrate sensitive data.	They conducted network scans to gather information about the target's infrastructure.	They used social engineering techniques to gain access to privileged accounts.	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* In the context of the Triton Safety Instrumented System Attack, how did TEMP.Veles utilize active reconnaissance? *Options:* A) They exploited a zero-day vulnerability in the safety instrumented system. B) They deployed malware to the target system to exfiltrate sensitive data. C) They conducted network scans to gather information about the target's infrastructure. D) They used social engineering techniques to gain access to privileged accounts. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1595	According to the provided mitigation description for active reconnaissance, which of the following is the LEAST effective preventive control?	Implementing strong network segmentation policies	Deploying intrusion detection systems (IDS) and intrusion prevention systems (IPS)	Minimizing the amount of sensitive data exposed to the internet	Regularly patching and updating external-facing systems	B	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* According to the provided mitigation description for active reconnaissance, which of the following is the LEAST effective preventive control? *Options:* A) Implementing strong network segmentation policies B) Deploying intrusion detection systems (IDS) and intrusion prevention systems (IPS) C) Minimizing the amount of sensitive data exposed to the internet D) Regularly patching and updating external-facing systems *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1595	Which data source, as per the provided text, is recommended for detecting network traffic patterns that deviate from expected protocol standards and traffic flows?	Process Monitoring	File Monitoring	Network Traffic Content	DNS Logs	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Which data source, as per the provided text, is recommended for detecting network traffic patterns that deviate from expected protocol standards and traffic flows? *Options:* A) Process Monitoring B) File Monitoring C) Network Traffic Content D) DNS Logs *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1595	Analyzing network traffic content for anomalous syntax or structure falls under which data component for detecting active reconnaissance, according to the document?	Network Traffic Flow	Process Use of Network	Process Command-Line Parameters	Network Traffic Content	D	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Analyzing network traffic content for anomalous syntax or structure falls under which data component for detecting active reconnaissance, according to the document? *Options:* A) Network Traffic Flow B) Process Use of Network C) Process Command-Line Parameters D) Network Traffic Content *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1595	What type of data flow anomaly should be monitored to detect active reconnaissance, as indicated in the provided text?	Data exfiltration to unknown IP addresses	Uncommon data flows from processes not typically engaging in network communication	Legitimate traffic patterns mimicking malicious activity	DNS requests for known malicious domains	B	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* What type of data flow anomaly should be monitored to detect active reconnaissance, as indicated in the provided text? *Options:* A) Data exfiltration to unknown IP addresses B) Uncommon data flows from processes not typically engaging in network communication C) Legitimate traffic patterns mimicking malicious activity D) DNS requests for known malicious domains *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1595	According to the provided information, correlating anomalous traffic patterns with process monitoring and command line data can help identify what kind of suspicious activity?	Anomalous processes execution and command line arguments associated with the traffic patterns	Data being exfiltrated to known command-and-control servers	Exploitation attempts targeting known vulnerabilities	Brute-force attacks against user accounts	A	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* According to the provided information, correlating anomalous traffic patterns with process monitoring and command line data can help identify what kind of suspicious activity? *Options:* A) Anomalous processes execution and command line arguments associated with the traffic patterns B) Data being exfiltrated to known command-and-control servers C) Exploitation attempts targeting known vulnerabilities D) Brute-force attacks against user accounts *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1595	Based on the mitigation description, what should organizations prioritize to reduce the effectiveness of active reconnaissance?	Investing in threat intelligence platforms to anticipate adversary tactics	Minimizing the organization's attack surface and reducing the amount of publicly available information	Conducting regular penetration testing to identify and address vulnerabilities	Implementing a robust incident response plan to quickly detect and respond to attacks	B	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Based on the mitigation description, what should organizations prioritize to reduce the effectiveness of active reconnaissance? *Options:* A) Investing in threat intelligence platforms to anticipate adversary tactics B) Minimizing the organization's attack surface and reducing the amount of publicly available information C) Conducting regular penetration testing to identify and address vulnerabilities D) Implementing a robust incident response plan to quickly detect and respond to attacks *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1595	Which of the following is NOT mentioned as a potential outcome of active reconnaissance based on the provided text?	Identifying potential targets for phishing campaigns	Discovering opportunities for further reconnaissance	Establishing operational resources	Exploiting vulnerabilities in public-facing applications	A	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Which of the following is NOT mentioned as a potential outcome of active reconnaissance based on the provided text? *Options:* A) Identifying potential targets for phishing campaigns B) Discovering opportunities for further reconnaissance C) Establishing operational resources D) Exploiting vulnerabilities in public-facing applications *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1595/002	Given the MITRE ATT&CK framework for Enterprise, what is the PRIMARY objective of adversaries conducting vulnerability scans (T1590)?	To map the network topology of the target organization	To identify weaknesses and misconfigurations in systems and applications	To gain unauthorized access to sensitive data	To disrupt critical business operations	B	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Given the MITRE ATT&CK framework for Enterprise, what is the PRIMARY objective of adversaries conducting vulnerability scans (T1590)? *Options:* A) To map the network topology of the target organization B) To identify weaknesses and misconfigurations in systems and applications C) To gain unauthorized access to sensitive data D) To disrupt critical business operations *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1595/002	Within the MITRE ATT&CK framework for Enterprise, which of the following threat actors is NOT specifically mentioned as having used vulnerability scanning (T1590) for targeting purposes in the provided text?	APT28	Sandworm Team	Lazarus Group	TeamTNT	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Within the MITRE ATT&CK framework for Enterprise, which of the following threat actors is NOT specifically mentioned as having used vulnerability scanning (T1590) for targeting purposes in the provided text? *Options:* A) APT28 B) Sandworm Team C) Lazarus Group D) TeamTNT *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1595/002	According to the MITRE ATT&CK framework for Enterprise, what is a key difference in vulnerability scanning (T1590) techniques employed by APT41 and Aquatic Panda as described in the text?	APT41 leverages both automated tools and manual exploitation techniques, while Aquatic Panda focuses solely on automated tools.	APT41 targets web applications and databases, while Aquatic Panda focuses on network devices and protocols.	APT41 primarily uses custom-developed tools, while Aquatic Panda relies on publicly available tools and services.	APT41 targets specific organizations, while Aquatic Panda conducts broad, untargeted scans.	B	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* According to the MITRE ATT&CK framework for Enterprise, what is a key difference in vulnerability scanning (T1590) techniques employed by APT41 and Aquatic Panda as described in the text? *Options:* A) APT41 leverages both automated tools and manual exploitation techniques, while Aquatic Panda focuses solely on automated tools. B) APT41 targets web applications and databases, while Aquatic Panda focuses on network devices and protocols. C) APT41 primarily uses custom-developed tools, while Aquatic Panda relies on publicly available tools and services. D) APT41 targets specific organizations, while Aquatic Panda conducts broad, untargeted scans. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1595/002	Based on the MITRE ATT&CK framework for Enterprise, which mitigation strategy is identified as MOST effective against vulnerability scanning (T1590) in the provided text?	Implement robust intrusion detection systems (IDS) and intrusion prevention systems (IPS).	Minimize the amount and sensitivity of data accessible externally and prioritize vulnerability patching.	Employ honeynets and deception technologies to lure attackers and analyze their tools and techniques.	Enforce strong password policies and implement multi-factor authentication (MFA) for all users.	B	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Based on the MITRE ATT&CK framework for Enterprise, which mitigation strategy is identified as MOST effective against vulnerability scanning (T1590) in the provided text? *Options:* A) Implement robust intrusion detection systems (IDS) and intrusion prevention systems (IPS). B) Minimize the amount and sensitivity of data accessible externally and prioritize vulnerability patching. C) Employ honeynets and deception technologies to lure attackers and analyze their tools and techniques. D) Enforce strong password policies and implement multi-factor authentication (MFA) for all users. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1595/002	According to the MITRE ATT&CK framework for Enterprise, analysis of which data component within Network Traffic is suggested for detecting potential vulnerability scanning (T1590) activity?	Packet size and timing analysis to identify unusual patterns	Source and destination IP addresses to pinpoint suspicious connections	Protocol flags and sequence numbers to detect TCP/IP stack fingerprinting	Content of network packets for unexpected protocol structures and syntax anomalies	D	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* According to the MITRE ATT&CK framework for Enterprise, analysis of which data component within Network Traffic is suggested for detecting potential vulnerability scanning (T1590) activity? *Options:* A) Packet size and timing analysis to identify unusual patterns B) Source and destination IP addresses to pinpoint suspicious connections C) Protocol flags and sequence numbers to detect TCP/IP stack fingerprinting D) Content of network packets for unexpected protocol structures and syntax anomalies *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
